Tweet ID,Tweets with Decoded emojis,Final Annotation
8433,ياغاليه وان رحلتي في بدايات العمر يبقى الصبر حاجه تعيش بخاطري معها جمردمع جرى من ناظري اه وش كثراشتاق للجلسه معاك ورغم الانين وقولتك ربي يامعين واللي اسمعه تردين الحمد لله والشكر ايامك واشيائك معاي واذكر يدينك في يداي خويه تنادين ياهناي ثواني صاير هالعمر الحمدلله والشكر,ليست تهكم
8434,الحمد لله والشكر الهلال الاستقلال,ليست تهكم
8435,كبير اسيا الحمد لله والشكر لله على الفوز,ليست تهكم
8436,اسبوع جميل :star_struck: فوز ضمك و تاهل الهلال الحمد لله والشكر :heart::heart::blue_heart::blue_heart:,ليست تهكم
8437,الف الف مبرووك لكل الزعماء والزعيمات الحمد لله والشكر على الفوز وباذن الله القادم اجمل هلالنا غير:muscle:🏻:blue_heart:fd:blue_heart:fd:blue_heart:fd,ليست تهكم
8438,,ليست تهكم
8439,يعني عشان ما جاه شي تضحكين سايكو الحمد لله والشكر,تهكم
8440,الحمدلله على الفوز والجاي باذن الله افضل والرطوبه عاليه اللهم لك الحمد والشكر يا رب العالمين وان شاء الله بكره نفرح,ليست تهكم
8441,طررب الف مليون ترليون مبرووك لكل الزعماء والزعيمات الحمد لله والشكر على الفوز وباذن الله القادم اجمل لهلالنا العالمي من الملعب:blue_heart:fd:blue_heart:fd:blue_heart:fd,ليست تهكم
8442,الف الف مبروك الحمدلله والشكر :blue_heart::blue_heart:,ليست تهكم
8443,الحمد لله والشكر لله لمن باهل باهله,ليست تهكم
8444,الحمدلله والشكر لله على السراء والضراء,ليست تهكم
8445,:saudi_arabia::blue_heart::blue_heart::heart: الف الحمد لله والشكر لله دائما وابدا الف مبرووك لوطننا الغالي لي ولكم جميعا الله يحفظك ويسعدك يارب كابين عبد الله المعيوف شكرا جزيلا لك على جهودك الرائعه يابطل اسعدتني امنياتي لك بالتوفيق والنجاح دائم يارب اللهم امين :blue_heart::blue_heart::heart::saudi_arabia::heart_eyes::muscle::joy::upside_down_face::ok_hand::pray::pray:,ليست تهكم
8446,الهلال الحمدلله والشكر لله القادم اجمل وافضل قبله خاصه على جبين البطل وتحيه لكافه اللاعبين والف مبروك :blue_heart::blue_heart:,ليست تهكم
8447,الهلال الاستقلال الحمدلله والشكر الف مبروك التاهل لكبير اسيا :blue_heart:,ليست تهكم
8448,اللهم لك الحمد والمنه والشكر والثناء الحمد لله لا اله الا انت سبحانك اني كنت من الظالمين,ليست تهكم
8449,الحمدلله والشكر يارب دووم الفرحه الزرقاء,ليست تهكم
8450,الحمدلله الحمدلله شايل هم هالمباراه لحالها مدري ليش:blue_heart::blue_heart: يا رب لك الحمد والشكر والله يتمم بالفرح والخير:blue_heart::blue_heart:,ليست تهكم
8451,اللهم لك الحمد والشكر يارب هذا من فضلك ومنتك يارب ياكريم مدرب جديد واسلوب مختلف اجهاد وااضح على الدوليين الاجواء سيئه جدا ورطووبه عاليه الحمدلله والف مليون مبروك يازعماء وان شاءالله تحقيق الكاس للمره الرابعه باذن الله :blue_heart::blue_heart: كبير اسيا الهلال الاستقلال,ليست تهكم
8452,الحمد لله والشكر فوز وتاهل للثمانيه الهلال الاستقلال,ليست تهكم
8453,الحمدلله والشكر يا رب :blue_heart::blue_heart: الهلال الاستقلال,ليست تهكم
8454,الهلال الاستقلال الحمد لله والشكر شكرا يا معيوف :blue_heart:,ليست تهكم
8455,الحمد لله والشكر لله :blue_heart:fd:blue_heart: الهلال الهلال الاستقلال,ليست تهكم
8456,الحمد لله رب العالمين والشكر لله وحده لا شريك له له الملك وله الحمد وهو على كل شيء قدير بارك الله فيكم الله يعطيكم الصحه والعافيه ما قصرتوا اديتوا ما عليكم مبروك الفوز,ليست تهكم
8457,الحمدلله والشكر والف الف مبروك يازعماء الفوز والتاهل وفالنا باذن الله اللقب شكرا نجومنا ماقصرتوا رغم ظروف الجو المتعبه والقادم باذن الله اجمل وافضل لزعيم الكل الهلال الاستقلال كبير اسيا الهلال دوري ابطال اسيا,ليست تهكم
8458,كبير اسيا الهلال الاستقلال الحمدلله والشكر على الفوز :blue_heart::blue_heart:,ليست تهكم
8459,الحمد لله والشكر للهالف مبروك يازعيمه ومبرووك لكل الزعماء:blue_heart::blue_heart:,ليست تهكم
8460,الهلال الاستقلال الحمدلله والشكر لله الف مبرووك لكل هلالي وهلاليه خطوه مهمه نحو لقب,ليست تهكم
8461,الحمدلله له الحمد والشكر فوز يحبط الحساد مره ويقهر الاتحاد الاسيوي وحكامه الهلال استقلال طهران,ليست تهكم
8462,الحمد لله والشكر على الفوز والتاهل لدور الثمانيه :muscle: دوري ابطال اسيا :blue_heart::blue_heart: وفالكم الكاس يا زعماء الهلال الاستقلال,ليست تهكم
8463,الهلال الاستقلال الحمد لله والشكر :heart: مبروك لجمهور زعيم اسيا :blue_heart::blue_heart::trophy::saudi_arabia:,ليست تهكم
8464,الهلال الاستقلال الحمدلله والشكر فوز مستحق كبير اسيا يعبر ثمن النهائي :blue_heart: والى الثامنه وديني:v::blue_heart::blue_heart:,ليست تهكم
8465,الحمدلله والشكر يلا سولفوا معاي لا ابجي توني مخلصه مسلسلي وزهقانه,ليست تهكم
8466,اللهم لك الحمد والشكر يارب ياكريم الحمدلله الحمدلله الحمدلله :blue_heart: الف الف الف مبرووك يازعماء :blue_heart::blue_heart: وعقبال البطوله ان شاء الله نفرح بها ونسوق التباريك ياارب:blue_heart: الهلال الاستقلال الهلال,ليست تهكم
8467,اللهم لك الحمد والشكر والف الحمدلله ع سلامه الولد ومايشوف شر انشاءلله:rose::rose:,ليست تهكم
8468,الحمدلله والشكر لك يارب على فوز الهلال:large_blue_diamond::large_blue_diamond:,ليست تهكم
8469,الحمد لله والشكر تاهل مستحق رغم حراره الجو :blue_heart::blue_heart:,ليست تهكم
8470,الحمد لله والشكر الف مبرووك التاهل الهلال الاستقلال,ليست تهكم
8471,اوقفوا مهزله قنوات ssc الحمدلله والشكر زين ما اشتركت فيها,ليست تهكم
8472,رجال قسم بالله على ان اللعب يرفع الضغط شوي بس قسم بالله هو معطيني طمئنينه الحمد لله والشكر الاهم فزنا fdfd,ليست تهكم
8473,الحمد لله والشكر :heart: مبروك لجمهور زعيم اسيا :blue_heart::blue_heart::trophy::saudi_arabia:,ليست تهكم
8474,الهلال الاستقلال اللهم لك الحمد والشكر بنصف قوه الهلال يتاهل الحمدلله يارب دائما وابدا الف مبرووك لعشاق العالمي:blue_heart::blue_heart:,ليست تهكم
